access_id,access_type,source_osm_id,source_osm_element,name,district_name,nearest_entrance_distance_m,fallback_reason,x_m,y_m,snap_edge_index,snap_edge_fraction,off_network_connector_m,snap_cost_to_edge_u_m,snap_cost_to_edge_v_m,snapped_x_m,snapped_y_m,snapped_into_edge_interior
entrance:9368644898,entrance,9368644898,node,,Chilanzar district,0.0,,516257.3342763403,4567427.454911949,39511,0.344772009,0.0,35.5933,67.644,516257.334,4567427.455,True
station:10537931294,station_fallback,10537931294,node,Matonat,Mirabad district,622.3510915519431,no mapped railway=subway_entrance within 400 m (nearest is 622 m away),525834.3969102937,4565942.0997409765,32185,0.451643562,13.9993,106.3313,129.1006,525834.312,4565956.099,True
station:10538244112,station_fallback,10538244112,node,Choshtepa,Yangikhayot district,1931.945899630525,no mapped railway=subway_entrance within 400 m (nearest is 1932 m away),516427.29580180265,4565224.101236762,99144,0.438702038,8.7606,138.2139,176.838,516419.601,4565219.913,True
station:10538244113,station_fallback,10538244113,node,O‘zgarish,Yangikhayot district,753.3576643819224,no mapped railway=subway_entrance within 400 m (nearest is 753 m away),517095.2351632947,4564014.112795986,92985,0.343309715,12.2614,40.5266,77.5202,517084.502,4564008.184,True
station:10538244119,station_fallback,10538244119,node,Yangihayot,Yangikhayot district,997.2907669925431,no mapped railway=subway_entrance within 400 m (nearest is 997 m away),517940.78717261105,4562481.2033803,126199,0.283537877,13.9617,42.657,107.7886,517928.525,4562474.527,True
station:10538244120,station_fallback,10538244120,node,Chinor,Yangikhayot district,1859.729869279582,no mapped railway=subway_entrance within 400 m (nearest is 1860 m away),518357.0194843177,4561725.8543899385,104978,0.402460071,12.9388,44.8449,66.582,518345.681,4561719.621,True
station:11218653778,station_fallback,11218653778,node,Qipchok,Yangikhayot district,2085.637561497137,no mapped railway=subway_entrance within 400 m (nearest is 2086 m away),518563.09353348444,4561584.988290423,121421,0.0,0.0,0.0,80.9672,518563.094,4561584.988,False
station:11218653779,station_fallback,11218653779,node,Turon,Yangikhayot district,2446.5532440729885,no mapped railway=subway_entrance within 400 m (nearest is 2447 m away),519629.87775481795,4562171.540351689,104179,0.813190346,9.1732,204.9758,47.0879,519625.453,4562179.576,True
station:6011988808,station_fallback,6011988808,node,Tuzel,Yashnabad district,944.9193150335909,no mapped railway=subway_entrance within 400 m (nearest is 945 m away),529837.2603119528,4571205.643576407,103899,0.030891903,8.6182,1.3248,41.5607,529830.422,4571200.398,True
station:7597627323,station_fallback,7597627323,node,Rohat,Yashnabad district,1168.4134668549289,no mapped railway=subway_entrance within 400 m (nearest is 1168 m away),530577.3116978264,4568307.030492664,14327,0.696059032,11.9671,238.7013,104.2313,530588.052,4568301.752,True
station:9972711745,station_fallback,9972711745,node,Olmos,Yashnabad district,2060.116451219834,no mapped railway=subway_entrance within 400 m (nearest is 2060 m away),530175.2560912588,4570092.359052986,10283,0.031955125,17.2015,7.6506,231.7655,530158.189,4570090.213,True
