district_id,district_name,year,metro_state_id,open_station_count,population_modelled_available,population_growth_pct_from_2015,metro_access_population_standardized,metro_access_pct_standardized,metro_access_pct_change_from_2015_pp,population_model_status,population_projection_flag,geography_version
1726287,Yakkasaray district,2024,metro_state_50,50,270649.541162,18.140522,17120.337161,6.325647953,-0.143089643,modelled_estimate,False,current_12_district_analysis_geometry
1726287,Yakkasaray district,2025,metro_state_50,50,275931.972637,20.446343,17406.334389,6.308197714,-0.160539883,modelled_estimate,False,current_12_district_analysis_geometry
1726287,Yakkasaray district,2026,metro_state_50,50,281045.423419,22.678402,17687.326359,6.293404868,-0.175332728,modelled_estimate,True,current_12_district_analysis_geometry
1726290,Yashnabad district,2015,metro_state_29,29,146876.96969,0.0,4330.604781,2.948457331,0.0,modelled_estimate,False,current_12_district_analysis_geometry
1726290,Yashnabad district,2016,metro_state_29,29,149459.161806,1.758065,4406.946067,2.948595465,0.000138134,modelled_estimate,False,current_12_district_analysis_geometry
1726290,Yashnabad district,2017,metro_state_29,29,152031.668135,3.509535,4480.786672,2.947271925,-0.001185406,modelled_estimate,False,current_12_district_analysis_geometry
1726290,Yashnabad district,2018,metro_state_29,29,154607.977456,5.263594,4556.167474,2.946916161,-0.00154117,modelled_estimate,False,current_12_district_analysis_geometry
1726290,Yashnabad district,2019,metro_state_29,29,157369.888748,7.144019,4639.783832,2.948330121,-0.00012721,modelled_estimate,False,current_12_district_analysis_geometry
1726290,Yashnabad district,2020,metro_state_43,43,160301.531553,9.140005,13219.643253,8.246735465,5.298278133,modelled_estimate,False,current_12_district_analysis_geometry
1726290,Yashnabad district,2021,metro_state_43,43,163357.979045,11.220962,13470.681008,8.246111446,5.297654115,modelled_estimate,False,current_12_district_analysis_geometry
1726290,Yashnabad district,2022,metro_state_43,43,166633.294083,13.450934,13737.042344,8.243876123,5.295418792,modelled_estimate,False,current_12_district_analysis_geometry
1726290,Yashnabad district,2023,metro_state_48,48,170054.236568,15.780055,14015.034958,8.241508851,5.293051519,modelled_estimate,False,current_12_district_analysis_geometry
1726290,Yashnabad district,2024,metro_state_50,50,173503.379043,18.128376,14295.016117,8.239041911,5.29058458,modelled_estimate,False,current_12_district_analysis_geometry
1726290,Yashnabad district,2025,metro_state_50,50,176887.539878,20.432455,14570.469772,8.237137439,5.288680107,modelled_estimate,False,current_12_district_analysis_geometry
1726290,Yashnabad district,2026,metro_state_50,50,180163.687314,22.662993,14838.277083,8.235997666,5.287540335,modelled_estimate,True,current_12_district_analysis_geometry
1726292,Yangikhayot district,2015,metro_state_29,29,177876.294075,0.0,0.0,0.0,0.0,modelled_estimate,False,current_12_district_analysis_geometry
1726292,Yangikhayot district,2016,metro_state_29,29,181005.411464,1.759154,0.0,0.0,0.0,modelled_estimate,False,current_12_district_analysis_geometry
1726292,Yangikhayot district,2017,metro_state_29,29,184121.967446,3.511245,0.0,0.0,0.0,modelled_estimate,False,current_12_district_analysis_geometry
1726292,Yangikhayot district,2018,metro_state_29,29,187242.595615,5.265627,0.0,0.0,0.0,modelled_estimate,False,current_12_district_analysis_geometry
1726292,Yangikhayot district,2019,metro_state_29,29,190588.306966,7.146547,0.0,0.0,0.0,modelled_estimate,False,current_12_district_analysis_geometry
1726292,Yangikhayot district,2020,metro_state_43,43,194138.803772,9.142595,18027.327741,9.285793149,9.285793149,modelled_estimate,False,current_12_district_analysis_geometry
1726292,Yangikhayot district,2021,metro_state_43,43,197839.216153,11.222924,18373.630699,9.287153,9.287153,modelled_estimate,False,current_12_district_analysis_geometry
1726292,Yangikhayot district,2022,metro_state_43,43,201805.531383,13.452741,18745.201965,9.288745376,9.288745376,modelled_estimate,False,current_12_district_analysis_geometry
1726292,Yangikhayot district,2023,metro_state_48,48,205948.654417,15.781957,19134.016741,9.290673345,9.290673345,modelled_estimate,False,current_12_district_analysis_geometry
1726292,Yangikhayot district,2024,metro_state_50,50,210126.101312,18.130469,25744.94108,12.252138558,12.252138558,modelled_estimate,False,current_12_district_analysis_geometry
1726292,Yangikhayot district,2025,metro_state_50,50,214224.912056,20.434774,26227.151122,12.242811011,12.242811011,modelled_estimate,False,current_12_district_analysis_geometry
1726292,Yangikhayot district,2026,metro_state_50,50,218192.32402,22.665207,26696.106355,12.23512627,12.23512627,modelled_estimate,True,current_12_district_analysis_geometry
1726294,Chilanzar district,2015,metro_state_29,29,69486.682167,0.0,11569.088254,16.649360558,0.0,modelled_estimate,False,current_12_district_analysis_geometry
1726294,Chilanzar district,2016,metro_state_29,29,70709.03577,1.759119,11772.15234,16.648724186,-0.000636372,modelled_estimate,False,current_12_district_analysis_geometry
1726294,Chilanzar district,2017,metro_state_29,29,71926.691623,3.511478,11983.736864,16.661042783,0.011682225,modelled_estimate,False,current_12_district_analysis_geometry
1726294,Chilanzar district,2018,metro_state_29,29,73146.125125,5.266395,12196.331919,16.673927564,0.024567005,modelled_estimate,False,current_12_district_analysis_geometry
1726294,Chilanzar district,2019,metro_state_29,29,74453.653441,7.148091,12412.787672,16.671831533,0.022470975,modelled_estimate,False,current_12_district_analysis_geometry
1726294,Chilanzar district,2020,metro_state_43,43,75841.395266,9.145225,12693.897041,16.737425513,0.088064955,modelled_estimate,False,current_12_district_analysis_geometry
1726294,Chilanzar district,2021,metro_state_43,43,77287.773849,11.226744,12937.865735,16.739860771,0.090500212,modelled_estimate,False,current_12_district_analysis_geometry
1726294,Chilanzar district,2022,metro_state_43,43,78838.032509,13.457759,13197.136276,16.739555588,0.090195029,modelled_estimate,False,current_12_district_analysis_geometry
1726294,Chilanzar district,2023,metro_state_48,48,80457.364564,15.78818,13471.507994,16.74366053,0.094299972,modelled_estimate,False,current_12_district_analysis_geometry
1726294,Chilanzar district,2024,metro_state_50,50,82090.116597,18.137914,13747.996008,16.747443636,0.098083078,modelled_estimate,False,current_12_district_analysis_geometry
1726294,Chilanzar district,2025,metro_state_50,50,83692.123204,20.443401,14015.760276,16.746809305,0.097448746,modelled_estimate,False,current_12_district_analysis_geometry
1726294,Chilanzar district,2026,metro_state_50,50,85242.901171,22.675164,14276.631899,16.748176919,0.098816361,modelled_estimate,True,current_12_district_analysis_geometry
