analysis,population_total,population_cells,walking_speed_kmh,walking_time_minutes,distance_budget_m,healthcare_10min_population,healthcare_10min_pct,healthcare_accessible_cells,education_10min_population,education_10min_pct,education_accessible_cells,bazaar_10min_population,bazaar_10min_pct,bazaar_accessible_cells,healthcare_and_education_10min_population,healthcare_and_education_10min_pct,healthcare_and_education_accessible_cells,walk_network_km,walk_network_density_km_per_km2,healthcare_routing_sources,healthcare_facilities_in_analysis_districts,healthcare_facilities_outside_analysis_districts,education_routing_sources,education_facilities_in_analysis_districts,education_facilities_outside_analysis_districts,bazaar_routing_sources,bazaar_facilities_in_analysis_districts
phase2c-current-urban-dimensions-v1,3212200.0,65169,4.8,10,800.0,1506264.445028,46.891988202,22041,2328290.332058,72.482732459,37231,463681.879929,14.435025214,7475,1402240.821927,43.653596349,20122,8946.844384,20.439562562,436,432,4,1215,1190,25,83,83
